ADATE,ALT
9/8/1992,35784
9/30/1992,35784
10/3/1992,35784
11/29/1986,35784
9/17/1987,35784
9/17/1987,35784
10/18/1987,35784
10/20/1987,35784
10/30/1987,35784
2/22/1988,35784
1/23/1989,35784
3/8/1989,35784
11/7/1989,35784
2/7/1990,35784
3/2/1990,35784
9/24/1990,35784
10/17/1990,35784
10/19/1990,35784
11/1/1990,35784
10/1/1991,35784
10/23/1991,35784
12/15/1991,35784
1/6/1992,35784
1/20/1992,35784
9/8/1992,35780
9/21/1992,35784
10/2/1992,35784
10/4/1992,35784
1/23/1989,35784
4/5/1989,35784
4/13/1989,35784
5/18/1989,35784
8/15/1989,35784
6/17/1991,35784
3/23/1990,17600
2/29/1976,0
8/28/1985,0
8/18/1987,35784
11/1/1986,0
1/27/1982,35784
2/1/1982,0
2/1/1982,0
2/2/1982,35784
2/4/1982,35784
2/4/1982,35784
2/4/1982,35784
2/4/1982,35784
2/4/1982,35784
2/4/1982,35784
2/4/1982,35784
2/4/1982,35784
2/5/1982,35784
2/10/1982,35784
2/10/1982,35784
2/11/1982,35784
2/11/1982,35784
2/11/1982,35784
2/11/1982,35784
2/13/1982,35784
2/13/1982,35784
2/13/1982,35784
2/13/1982,35784
2/14/1982,35784
2/14/1982,35784
2/14/1982,35784
2/14/1982,35784
2/14/1982,35784
2/18/1982,35784
2/19/1982,35784
2/19/1982,35784
2/19/1982,35784
2/19/1982,35784
2/19/1982,35784
2/19/1982,35784
2/20/1982,35784
2/20/1982,35784
2/22/1982,35784
2/22/1982,35784
2/22/1982,35784
2/24/1982,35784
2/24/1982,35784
2/24/1982,35784
2/24/1982,35784
2/24/1982,35784
2/24/1982,35784
2/25/1982,35784
2/25/1982,35784
2/25/1982,35784
2/25/1982,35784
2/25/1982,35784
2/27/1982,35784
3/2/1982,35784
3/2/1982,35784
3/2/1982,35784
3/2/1982,35784
3/2/1982,35784
3/1/1984,0
9/1/1984,0
11/9/1984,0
11/9/1984,0
9/2/1985,0
2/8/1986,35784
2/12/1986,35784
2/22/1986,35784
2/24/1986,35784
2/27/1986,35784
3/3/1986,35784
3/7/1986,35784
3/9/1986,35784
3/12/1986,35784
3/22/1986,35784
3/26/1986,35784
3/26/1986,35784
3/27/1986,35784
3/27/1986,35784
3/27/1986,35784
4/3/1986,35784
4/10/1986,35784
5/2/1986,35784
5/2/1986,35784
5/2/1986,35784
5/2/1986,35784
5/5/1986,35784
5/5/1986,35784
5/5/1986,35784
5/5/1986,35784
5/5/1986,35784
5/6/1986,35784
5/6/1986,35784
5/6/1986,35784
5/6/1986,35784
5/6/1986,35784
5/6/1986,35784
5/6/1986,35784
5/6/1986,35784
5/6/1986,35784
5/6/1986,35784
5/6/1986,35784
5/6/1986,35784
5/7/1986,35784
7/4/1986,35784
7/27/1986,35784
7/29/1986,35784
7/29/1986,35784
7/29/1986,35784
7/30/1986,35784
8/13/1986,35784
8/21/1986,35784
8/21/1986,35784
8/21/1986,35784
8/21/1986,35784
8/22/1986,35784
8/22/1986,35784
8/23/1986,35784
8/23/1986,35784
8/24/1986,35784
8/29/1986,35784
8/29/1986,35784
8/30/1986,35784
9/4/1986,35784
9/12/1986,35784
9/15/1986,35784
9/19/1986,35784
9/23/1986,35784
9/23/1986,35784
9/25/1986,35784
9/27/1986,35784
9/30/1986,35784
10/2/1986,35784
10/2/1986,35784
10/3/1986,35784
10/5/1986,35784
10/15/1986,35784
10/18/1986,35784
10/19/1986,35784
10/24/1986,35784
10/27/1986,35784
10/27/1986,35784
10/27/1986,35784
10/27/1986,35784
11/4/1986,35784
11/4/1986,35784
11/4/1986,35784
11/25/1986,35784
11/25/1986,35784
11/25/1986,35784
11/25/1986,35784
11/25/1986,35784
11/25/1986,35784
11/25/1986,35784
11/29/1986,35784
11/29/1986,35784
11/29/1986,35784
3/3/1989,35784
3/3/1989,35784
3/3/1989,35784
3/3/1989,35784
3/3/1989,35784
3/3/1989,35784
3/17/1989,35784
3/17/1989,35784
3/17/1989,35784
3/17/1989,35784
3/17/1989,35784
3/17/1989,35784
3/17/1989,35784
3/29/1989,35784
3/29/1989,35784
3/29/1989,35784
3/29/1989,35784
3/29/1989,35784
3/31/1989,35784
3/31/1989,35784
3/31/1989,35784
3/31/1989,35784
3/31/1989,35784
3/31/1989,35784
3/31/1989,35784
3/31/1989,35784
9/9/1982,0
9/9/1982,0
5/4/1977,35784
12/13/1977,35784
12/14/1977,35784
1/4/1978,35784
1/6/1978,35784
1/10/1978,35784
1/14/1978,35784
1/15/1978,35784
2/4/1978,35784
2/10/1978,35784
2/27/1978,35784
3/2/1978,35784
3/4/1978,35784
3/17/1978,35784
3/17/1978,35784
3/18/1978,35784
3/19/1978,35784
3/19/1978,35784
3/20/1978,35784
3/22/1978,35784
3/28/1978,35784
3/28/1978,35784
3/29/1978,35784
3/29/1978,35784
3/31/1978,35784
4/1/1978,35784
4/1/1978,35784
4/3/1978,35784
4/15/1978,35784
4/23/1978,35784
5/1/1978,35784
5/3/1978,35784
5/3/1978,35784
5/3/1978,35784
5/3/1978,35784
5/3/1978,35784
5/4/1978,35784
5/4/1978,35784
5/4/1978,35784
5/4/1978,35784
5/4/1978,35784
5/5/1978,35784
5/6/1978,35784
5/10/1978,35784
5/11/1978,35784
5/11/1978,35784
5/14/1978,35784
5/24/1978,35784
5/24/1978,35784
5/26/1978,35784
6/5/1978,35784
6/7/1978,35784
6/10/1978,35784
6/12/1978,35784
6/17/1978,35784
6/21/1978,35784
6/22/1978,35784
6/24/1978,35784
6/25/1978,35784
7/5/1978,35784
7/5/1978,35784
7/8/1978,35784
7/19/1978,35784
8/7/1978,35784
8/12/1978,35784
8/20/1978,35784
8/29/1978,35784
8/30/1978,35784
8/31/1978,35784
9/3/1978,35784
9/5/1978,35784
9/13/1978,35784
9/14/1978,35784
9/27/1978,35784
9/30/1978,35784
10/1/1978,35784
10/1/1978,35784
10/1/1978,35784
10/1/1978,35784
10/6/1978,35784
10/6/1978,35784
10/6/1978,35784
10/21/1978,35784
10/30/1978,35784
11/8/1978,35784
11/15/1978,35784
11/25/1978,35784
11/25/1978,35784
11/25/1978,35784
11/25/1978,35784
12/20/1978,35784
12/26/1978,35784
12/27/1978,35784
1/3/1979,35784
9/8/1981,35784
9/29/1981,35784
11/24/1981,35784
2/17/1982,35784
3/15/1982,35784
3/21/1982,35784
3/27/1982,35784
4/11/1982,35784
4/14/1982,35784
6/5/1982,35784
6/15/1982,35784
7/2/1982,35784
7/24/1982,35784
8/10/1982,35784
8/10/1982,35784
9/3/1982,35784
9/22/1982,35784
9/23/1982,35784
9/25/1982,35784
9/30/1982,35784
10/20/1982,35784
1/4/1983,35784
2/6/1983,35784
2/19/1983,35784
3/8/1983,35784
3/12/1983,35784
3/20/1983,35784
4/4/1983,35784
4/30/1983,35784
7/18/1983,35784
8/23/1983,35784
8/25/1983,35784
9/17/1983,35784
10/1/1983,35784
10/27/1983,35784
11/20/1983,35784
1/6/1984,35784
2/28/1984,35784
3/22/1984,35784
4/1/1984,35784
4/3/1984,35784
4/7/1984,35784
4/20/1984,35784
4/28/1984,35784
5/2/1984,35784
5/23/1984,35784
5/28/1984,35784
6/20/1984,35784
6/20/1984,35784
6/24/1984,35784
7/16/1984,35784
7/17/1984,35784
7/26/1984,35784
8/3/1984,35784
9/5/1984,35784
9/24/1984,35784
9/25/1984,35784
9/25/1984,35784
9/27/1984,35784
9/30/1984,35784
10/4/1984,35784
10/8/1984,35784
10/21/1984,35784
10/22/1984,35784
10/27/1984,35784
11/13/1984,35784
11/16/1984,35784
12/20/1984,35784
1/28/1985,35784
2/8/1985,35784
4/8/1985,35784
4/24/1985,35784
4/28/1985,35784
4/28/1985,35784
4/29/1985,35784
5/3/1985,35784
5/10/1985,35784
6/4/1985,35784
6/8/1985,35784
7/5/1985,35784
7/7/1985,35784
7/14/1985,35784
7/27/1985,35784
8/10/1985,35784
8/14/1985,35784
8/16/1985,35784
8/31/1985,35784
9/2/1985,35784
9/15/1985,35784
9/17/1985,35784
8/10/1986,35784
8/23/1986,35784
8/29/1986,35784
9/1/1986,35784
9/19/1986,35784
9/24/1986,35784
9/30/1986,35784
10/4/1986,35784
10/22/1986,35784
3/7/1989,35784
3/13/1989,35784
3/17/1989,35784
3/18/1989,35784
3/22/1989,35784
3/22/1989,35784
3/29/1989,35784
3/30/1989,35784
3/31/1989,35784
3/31/1989,35784
7/2/1985,0
8/18/1985,0
11/27/1985,0
11/27/1985,0
1/7/1987,35784
4/8/1990,35784
1/11/1987,35784
1/11/1987,35784
3/20/1987,35784
8/25/1987,35784
8/31/1987,35784
8/31/1987,35784
9/1/1987,35784
12/22/1986,35784
12/22/1986,35784
2/25/1987,35784
2/25/1987,35784
2/26/1987,35784
3/22/1987,35784
5/15/1987,35784
9/3/1987,35784
9/3/1987,35784
4/4/1984,20000
4/5/1984,20000
6/27/1979,0
6/27/1979,0
5/8/1983,900
11/6/1986,0
6/12/1984,0
9/10/1984,0
11/2/1984,0
12/30/1985,0
11/6/1986,0
11/6/1986,0
9/18/1987,2927
3/11/1989,900
3/12/1989,900
1/15/1990,900
10/19/1986,900
3/10/1989,900
3/14/1989,900
5/22/1989,900
10/1/1989,850
4/17/1990,900
9/27/1988,900
1/27/1989,850
3/7/1989,900
3/14/1989,900
3/16/1989,900
4/13/1989,900
6/13/1989,900
8/7/1989,900
9/5/1989,900
9/19/1989,900
9/27/1989,861
10/1/1989,900
1/15/1990,900
5/25/1990,900
7/19/1990,900
7/20/1990,900
7/28/1990,900
7/30/1990,900
7/31/1990,900
8/7/1990,900
8/10/1990,900
8/12/1990,900
8/13/1990,900
8/15/1990,900
8/19/1990,900
8/24/1990,900
8/27/1990,900
8/31/1991,900
9/2/1991,900
9/3/1991,900
9/4/1991,900
6/16/1983,0
9/13/1977,0
5/11/1978,0
5/11/1978,0
1/6/1985,0
8/29/1985,0
7/1/1986,0
2/6/1984,0
6/22/1978,0
7/5/1978,0
7/18/1978,0
8/2/1978,0
8/25/1978,0
8/25/1978,0
9/11/1978,0
9/13/1978,0
9/18/1978,0
9/26/1978,0
9/26/1978,0
9/30/1978,0
10/9/1978,0
10/9/1978,0
10/17/1978,0
11/26/1978,0
11/28/1978,0
1/10/1979,0
1/13/1979,0
2/6/1979,0
3/3/1979,0
3/14/1979,0
4/1/1979,0
4/1/1979,0
4/15/1979,0
4/20/1979,0
6/10/1979,0
6/27/1979,0
7/10/1979,0
8/8/1979,0
8/30/1979,0
10/6/1979,0
11/12/1979,0
11/15/1979,0
1/1/1980,0
2/14/1980,0
5/6/1980,0
5/30/1980,0
9/27/1980,0
4/21/1981,0
4/24/1981,0
9/23/1981,0
10/12/1981,0
11/6/1981,0
11/27/1981,0
12/7/1981,0
12/24/1981,0
4/9/1982,0
4/24/1982,0
8/6/1982,0
8/18/1982,0
9/18/1982,0
10/1/1982,0
10/8/1982,0
10/17/1982,0
10/19/1982,0
10/29/1982,0
12/3/1982,0
12/23/1982,0
2/16/1983,0
3/17/1983,0
8/11/1983,0
12/27/1983,0
1/29/1984,0
2/2/1984,0
2/2/1984,0
3/18/1984,0
3/29/1984,0
5/19/1984,0
8/9/1984,0
8/23/1984,0
9/11/1984,0
10/28/1984,0
11/2/1984,0
11/26/1984,0
11/30/1984,0
2/9/1985,0
3/9/1985,0
4/14/1985,0
4/21/1985,0
5/20/1985,0
6/17/1985,0
6/17/1985,0
6/30/1985,0
12/13/1975,0
12/13/1975,0
12/13/1975,0
3/1/1977,0
10/1/1978,0
3/1/1980,0
4/8/1980,0
7/8/1980,0
7/21/1980,0
8/13/1980,0
8/20/1980,0
8/21/1980,0
4/11/1983,0
4/11/1983,0
4/11/1983,0
4/11/1983,0
4/11/1983,0
7/6/1983,0
11/1/1983,0
7/1/1984,0
9/1/1984,0
9/1/1984,0
10/16/1984,0
12/13/1984,0
3/1/1985,0
4/16/1985,0
5/5/1985,0
8/14/1985,0
3/26/1976,0
3/26/1976,0
3/26/1976,0
3/26/1976,0
9/1/1979,0
4/1/1983,0
9/8/1983,0
9/8/1983,0
9/12/1983,0
3/1/1984,0
4/1/1985,0
9/12/1985,0
12/1/1979,0
11/19/1981,0
4/13/1982,0
4/2/1985,0
4/2/1985,0
8/27/1985,0
2/19/1986,0
3/9/1986,0
7/27/1986,0
7/27/1986,0
1/16/1982,0
7/26/1985,0
7/27/1986,0
7/27/1986,0
8/19/1986,0
2/22/1988,35784
3/4/1989,35784
4/1/1991,35784
6/26/1991,35784
7/8/1991,35784
7/9/1991,35784
7/12/1991,35784
7/14/1991,35784
7/17/1991,35784
7/17/1991,35784
8/3/1991,35784
8/5/1991,35784
8/22/1991,35784
9/14/1991,35784
9/28/1991,35784
9/28/1991,35784
9/30/1991,35784
10/1/1991,35784
10/2/1991,35784
10/4/1991,35784
10/25/1991,35784
10/26/1991,35784
10/27/1991,35784
10/28/1991,35784
10/29/1991,35784
10/31/1991,35784
5/26/1989,35784
2/24/1988,35784
6/1/1981,0
7/1/1981,0
2/1/1982,0
11/1/1982,0
11/1/1982,0
11/1/1982,0
1/1/1984,0
11/1/1984,0
1/17/1985,0
9/24/1981,0
4/13/1983,0
8/1/1983,0
8/22/1983,0
9/1/1985,0
9/6/1986,0
11/11/1982,0
11/11/1982,0
7/1/1984,0
1/1/1985,0
1/24/1985,0
6/1/1985,0
6/1/1985,0
9/1/1986,0
9/1/1984,0
9/1/1984,0
9/1/1984,0
3/15/1990,35784
1/5/1981,35784
2/13/1981,35784
6/11/1981,35784
11/18/1981,35784
4/13/1982,35784
6/11/1982,35784
6/27/1982,35784
9/27/1982,35784
11/26/1982,35784
2/5/1983,35784
2/6/1983,35784
9/21/1983,35784
11/6/1983,35784
11/20/1983,35784
11/20/1983,35784
11/21/1983,35784
11/23/1983,35784
12/7/1983,35784
12/8/1983,35784
12/17/1983,35784
2/10/1984,35784
3/20/1984,35784
4/22/1984,35784
7/19/1984,35784
7/20/1984,35784
9/25/1984,35784
10/24/1984,35784
11/21/1984,35784
11/25/1984,35784
12/8/1984,35784
12/18/1984,35784
12/19/1984,35784
12/19/1984,35784
1/14/1985,35784
7/9/1985,35784
10/2/1985,35784
10/9/1985,35784
11/14/1985,35784
12/3/1985,35784
1/31/1986,35784
2/26/1986,35784
2/26/1986,35784
3/1/1986,35784
4/2/1986,35784
6/14/1986,35784
6/14/1986,35784
6/24/1986,35784
8/9/1986,35784
9/2/1986,35784
9/3/1986,35784
10/6/1986,35784
11/1/1986,35784
1/3/1987,35784
2/24/1987,35784
5/2/1987,35784
5/14/1987,35784
5/15/1987,35784
9/21/1987,35784
9/24/1987,35784
10/31/1987,35784
11/1/1987,35784
11/15/1987,35784
11/27/1987,35784
12/18/1987,35784
1/13/1988,35784
1/14/1988,35784
1/20/1988,35784
2/5/1988,35784
2/6/1988,35784
2/22/1988,35784
2/22/1988,35784
2/22/1988,35784
10/1/1981,35784
12/24/1983,35784
2/25/1984,35784
10/6/1984,35784
11/17/1984,35784
11/17/1984,35784
12/19/1984,35784
12/19/1984,35784
12/20/1984,35784
1/5/1985,35784
1/10/1985,35784
1/12/1985,35784
1/22/1985,35784
11/21/1985,35784
12/4/1985,35784
1/2/1986,35784
1/31/1986,35784
1/31/1986,35784
3/1/1986,35784
7/8/1986,35784
8/7/1986,35784
8/25/1986,35784
8/25/1986,35784
9/6/1986,35784
12/28/1986,35784
10/28/1987,35784
12/19/1987,35784
12/25/1987,35784
1/18/1988,35784
5/1/1988,35784
11/16/1982,35784
3/22/1983,35784
5/3/1983,35784
6/1/1983,35784
7/30/1983,35784
9/16/1983,35784
10/8/1983,35784
10/11/1983,35784
10/13/1983,35784
10/18/1983,35784
12/3/1983,35784
12/24/1983,35784
12/27/1983,35784
5/9/1984,35784
5/9/1984,35784
5/9/1984,35784
5/9/1984,35784
5/9/1984,35784
5/9/1984,35784
5/9/1984,35784
5/9/1984,35784
5/9/1984,35784
6/7/1984,35784
6/8/1984,35784
7/21/1984,35784
8/3/1984,35784
8/7/1984,35784
11/6/1984,35784
12/16/1984,35784
7/27/1985,35784
8/23/1985,35784
10/15/1985,35784
11/15/1985,35784
11/26/1985,35784
2/14/1986,35784
8/28/1986,35784
9/1/1986,35784
10/30/1986,35784
12/31/1987,35784
1/16/1988,35784
9/20/1984,35784
3/10/1986,35784
4/20/1986,35784
5/16/1986,35784
5/17/1986,35784
5/18/1986,35784
7/1/1986,35784
9/4/1986,35784
9/19/1986,35784
10/14/1986,35784
2/3/1987,35784
9/17/1987,35784
10/10/1987,35784
3/28/1979,31850
3/28/1979,35035
4/14/1979,36309
4/18/1979,33761
4/30/1979,40768
5/26/1979,43316
5/26/1979,43316
5/26/1979,43316
5/26/1979,43316
5/26/1979,43316
5/26/1979,43316
8/9/1979,36309
9/18/1979,33124
1/24/1980,28028
3/26/1980,29939
3/28/1980,37583
3/28/1980,37583
3/28/1980,37583
3/28/1980,36946
4/16/1980,39494
6/12/1980,27391
6/13/1980,27391
6/13/1980,29302
6/14/1980,28028
6/14/1980,29302
6/18/1980,32487
6/18/1980,27391
6/19/1980,28665
6/19/1980,27391
6/20/1980,39494
10/18/1980,29939
10/18/1980,29939
3/9/1981,42679
3/21/1981,38857
3/30/1981,39494
3/31/1981,34398
4/1/1981,35035
4/1/1981,35035
4/1/1981,35672
4/23/1981,35035
4/23/1981,35672
4/23/1981,35672
7/28/1981,0
10/8/1981,35035
12/11/1981,35672
4/8/1982,36309
6/12/1982,28028
6/12/1982,29302
6/12/1982,43316
6/15/1982,37583
7/16/1982,28665
7/20/1982,35672
7/20/1982,35035
9/6/1982,42679
9/7/1982,42042
9/7/1982,34398
9/7/1982,34398
9/7/1982,33124
9/7/1982,32487
9/22/1982,40768
9/22/1982,30576
9/22/1982,30576
9/22/1982,30576
9/22/1982,30576
9/22/1982,30576
9/22/1982,30576
9/22/1982,30576
9/22/1982,30576
9/22/1982,30576
9/22/1982,30576
9/22/1982,30576
9/22/1982,30576
9/22/1982,30576
9/22/1982,30576
9/22/1982,30576
9/22/1982,30576
9/22/1982,29939
9/22/1982,29939
9/22/1982,29939
9/22/1982,29939
9/22/1982,29939
9/22/1982,29939
9/22/1982,29939
9/22/1982,29939
9/22/1982,29302
9/22/1982,29302
9/22/1982,29302
9/22/1982,29302
9/23/1982,36946
9/24/1982,30576
9/24/1982,38857
9/24/1982,40131
9/25/1982,27391
9/25/1982,28028
9/26/1982,30576
11/22/1982,29939
11/22/1982,29939
11/22/1982,29939
2/7/1983,35672
3/12/1983,31850
3/15/1983,29302
3/23/1983,33124
3/28/1983,42679
3/30/1983,30576
3/30/1983,32487
3/31/1983,30576
3/31/1983,31213
3/31/1983,31850
3/31/1983,33761
4/1/1983,31850
4/1/1983,31850
4/1/1983,32487
4/2/1983,28028
4/3/1983,30576
5/1/1983,29302
5/10/1983,41405
5/15/1983,27391
5/15/1983,28028
5/15/1983,28665
7/19/1983,33761
9/19/1983,38220
9/19/1983,38220
9/21/1983,38220
9/23/1983,34398
9/26/1983,29302
9/27/1983,28028
9/28/1983,36946
9/28/1983,36946
9/28/1983,36946
9/28/1983,36946
9/28/1983,36946
9/28/1983,36946
9/28/1983,36946
9/28/1983,36946
9/28/1983,36946
9/28/1983,36946
9/28/1983,28028
9/28/1983,30576
9/29/1983,29302
9/29/1983,28028
9/29/1983,28665
9/29/1983,31213
9/30/1983,29302
9/30/1983,28028
9/30/1983,28665
9/30/1983,29302
9/30/1983,36946
10/4/1983,38220
11/27/1983,36946
12/10/1983,28028
3/3/1984,28028
4/4/1984,31213
4/4/1984,29302
4/4/1984,28665
4/4/1984,31850
4/7/1984,0
4/8/1984,29302
4/8/1984,36946
4/26/1984,28665
4/26/1984,28665
5/12/1984,28665
5/18/1984,42679
5/23/1984,36946
5/27/1984,40131
5/28/1984,33124
7/15/1984,28665
7/15/1984,28665
7/16/1984,32487
7/17/1984,28028
7/17/1984,28665
7/18/1984,28028
7/18/1984,28028
7/19/1984,29939
7/19/1984,28028
7/19/1984,28028
7/19/1984,28028
7/19/1984,28028
7/19/1984,28665
7/20/1984,28028
7/20/1984,28028
7/20/1984,32487
7/22/1984,37583
7/23/1984,34398
8/31/1984,34398
9/1/1984,29939
9/6/1984,0
9/7/1984,0
9/8/1984,35672
9/9/1984,35035
9/14/1984,42679
9/16/1984,42042
9/21/1984,33761
9/22/1984,28028
9/22/1984,28028
9/22/1984,33124
9/22/1984,42679
9/23/1984,40131
9/23/1984,0
9/23/1984,0
9/24/1984,31850
9/24/1984,29939
9/24/1984,29939
9/24/1984,28028
9/24/1984,28028
9/24/1984,28028
9/24/1984,28028
9/24/1984,28028
9/24/1984,28665
9/24/1984,28665
9/24/1984,29302
9/24/1984,29302
9/24/1984,29939
9/24/1984,31850
9/24/1984,36309
9/25/1984,38857
9/25/1984,30576
9/25/1984,30576
9/25/1984,30576
9/25/1984,28665
9/25/1984,28665
9/25/1984,28028
9/25/1984,28028
9/25/1984,28028
9/25/1984,28665
9/25/1984,29302
9/25/1984,29302
9/25/1984,32487
9/25/1984,32487
9/25/1984,32487
9/25/1984,35672
9/25/1984,36309
9/25/1984,37583
9/25/1984,31213
9/25/1984,39494
9/26/1984,28028
9/26/1984,40131
10/21/1984,29302
10/21/1984,33761
10/21/1984,29302
10/22/1984,29302
10/22/1984,29302
10/23/1984,33761
10/23/1984,35672
11/1/1984,28028
11/18/1984,33124
11/19/1984,29302
11/20/1984,31850
11/20/1984,38220
11/21/1984,29939
11/21/1984,32487
2/4/1985,40768
2/18/1985,0
2/20/1985,28028
2/27/1985,29939
6/11/1985,36946
7/9/1985,0
7/12/1985,36309
11/30/1985,39494
2/24/1986,36309
2/24/1986,36309
3/3/1986,32487
3/3/1986,32487
3/12/1986,29939
3/13/1986,35672
3/13/1986,33761
3/27/1986,40768
4/14/1986,37583
4/15/1986,30576
5/13/1986,0
8/26/1986,36309
8/27/1986,28665
8/27/1986,40131
8/27/1986,40131
8/27/1986,28028
8/28/1986,27391
9/2/1986,33124
9/3/1986,28028
10/29/1986,29302
3/30/1987,38857
6/7/1987,38857
6/8/1987,31213
7/18/1987,29939
7/18/1987,42042
7/19/1987,36946
7/19/1987,0
9/3/1987,36309
9/6/1987,42679
9/12/1987,42042
9/12/1987,36309
9/13/1987,41405
9/13/1987,41405
9/13/1987,41405
9/13/1987,41405
9/13/1987,41405
9/13/1987,41405
9/13/1987,38857
9/14/1987,42042
9/14/1987,42042
9/14/1987,42042
9/14/1987,41405
9/14/1987,41405
9/17/1987,40768
9/17/1987,40768
9/17/1987,40768
9/17/1987,40768
9/17/1987,40768
9/18/1987,29939
9/18/1987,34398
9/20/1987,42042
10/29/1987,28665
11/28/1987,0
11/30/1987,0
12/21/1987,0
1/15/1988,0
2/25/1988,0
3/7/1988,0
9/9/1982,0
8/19/1970,0
1/19/1974,0
1/14/1975,35784
2/2/1975,35784
2/2/1975,35784
3/6/1975,35784
3/12/1975,35784
3/13/1975,35784
3/13/1975,35784
3/14/1975,35784
3/14/1975,35784
3/14/1975,35784
3/14/1975,35784
3/14/1975,35784
3/14/1975,35784
3/14/1975,35784
3/15/1975,35784
3/15/1975,35784
3/15/1975,35784
3/15/1975,35784
3/15/1975,35784
3/15/1975,35784
3/15/1975,35784
3/15/1975,35784
3/15/1975,35784
3/15/1975,35784
3/16/1975,35784
3/16/1975,35784
3/16/1975,35784
3/18/1975,35784
3/18/1975,35784
3/18/1975,35784
3/18/1975,35784
3/18/1975,35784
3/18/1975,35784
3/18/1975,35784
3/19/1975,35784
3/19/1975,35784
3/20/1975,35784
3/21/1975,35784
3/21/1975,35784
3/22/1975,35784
3/22/1975,35784
3/22/1975,35784
3/22/1975,35784
3/23/1975,35784
3/25/1975,35784
3/25/1975,35784
3/26/1975,35784
3/27/1975,35784
3/27/1975,35784
3/27/1975,35784
3/28/1975,35784
3/28/1975,35784
3/28/1975,35784
3/28/1975,35784
3/28/1975,35784
3/28/1975,35784
3/28/1975,35784
3/29/1975,35784
3/29/1975,35784
3/29/1975,35784
3/29/1975,35784
3/29/1975,35784
3/29/1975,35784
3/29/1975,35784
3/29/1975,35784
3/30/1975,35784
3/30/1975,35784
3/30/1975,35784
3/30/1975,35784
3/30/1975,35784
3/30/1975,35784
3/30/1975,35784
3/30/1975,35784
3/31/1975,35784
3/31/1975,35784
4/1/1975,35784
4/1/1975,35784
4/1/1975,35784
4/1/1975,35784
4/1/1975,35784
4/2/1975,35784
4/2/1975,35784
4/5/1975,35784
4/6/1975,35784
4/7/1975,35784
4/8/1975,35784
4/8/1975,35784
4/8/1975,35784
4/8/1975,35784
4/9/1975,35784
4/9/1975,35784
4/9/1975,35784
4/10/1975,35784
4/11/1975,35784
4/11/1975,35784
4/11/1975,35784
4/11/1975,35784
4/11/1975,35784
4/11/1975,35784
4/11/1975,35784
4/12/1975,35784
4/12/1975,35784
4/12/1975,35784
4/12/1975,35784
4/12/1975,35784
4/12/1975,35784
4/12/1975,35784
4/12/1975,35784
4/13/1975,35784
4/14/1975,35784
4/14/1975,35784
4/14/1975,35784
4/14/1975,35784
4/14/1975,35784
4/14/1975,35784
4/14/1975,35784
4/14/1975,35784
4/15/1975,35784
4/16/1975,35784
4/16/1975,35784
4/21/1975,35784
4/21/1975,35784
4/22/1975,35784
4/22/1975,35784
4/22/1975,35784
4/22/1975,35784
4/22/1975,35784
4/22/1975,35784
4/22/1975,35784
4/22/1975,35784
4/23/1975,35784
4/23/1975,35784
4/23/1975,35784
4/23/1975,35784
4/24/1975,35784
4/24/1975,35784
4/24/1975,35784
4/24/1975,35784
4/25/1975,35784
4/25/1975,35784
4/26/1975,35784
4/26/1975,35784
4/26/1975,35784
4/26/1975,35784
4/27/1975,35784
4/28/1975,35784
5/4/1975,35784
5/4/1975,35784
5/6/1975,35784
5/6/1975,35784
5/6/1975,35784
5/6/1975,35784
6/30/1975,35784
8/13/1975,35784
9/10/1975,35784
9/11/1975,35784
9/20/1975,35784
9/21/1975,35784
10/8/1975,35784
10/8/1975,35784
10/8/1975,35784
10/9/1975,35784
10/10/1975,35784
10/10/1975,35784
10/11/1975,35784
10/11/1975,35784
11/1/1975,35784
11/3/1975,35784
11/4/1975,35784
11/4/1975,35784
11/4/1975,35784
11/4/1975,35784
11/4/1975,35784
11/5/1975,35784
11/6/1975,35784
11/26/1975,35784
11/28/1975,35784
11/29/1975,35784
12/1/1975,35784
12/2/1975,35784
12/2/1975,35784
12/3/1975,35784
1/1/1976,35784
1/25/1976,35784
1/25/1976,35784
1/25/1976,35784
1/30/1976,35784
2/3/1976,35784
2/11/1976,35784
2/11/1976,35784
2/13/1976,35784
2/14/1976,35784
2/22/1976,35784
2/23/1976,35784
3/2/1976,35784
3/3/1976,35784
3/3/1976,35784
3/3/1976,35784
3/4/1976,35784
3/5/1976,35784
3/6/1976,35784
3/6/1976,35784
3/7/1976,35784
3/8/1976,35784
3/9/1976,35784
3/9/1976,35784
3/9/1976,35784
3/10/1976,35784
3/10/1976,35784
3/11/1976,35784
3/12/1976,35784
3/12/1976,35784
3/17/1976,35784
3/18/1976,35784
3/20/1976,35784
3/21/1976,35784
3/23/1976,35784
3/27/1976,35784
3/27/1976,35784
3/27/1976,35784
3/27/1976,35784
3/27/1976,35784
3/27/1976,35784
3/29/1976,35784
3/30/1976,35784
4/1/1976,35784
4/3/1976,35784
4/4/1976,35784
4/4/1976,35784
4/6/1976,35784
4/11/1976,35784
5/1/1976,35784
5/4/1976,35784
5/4/1976,35784
5/4/1976,35784
5/4/1976,35784
5/4/1976,35784
5/4/1976,35784
5/5/1976,35784
5/5/1976,35784
5/5/1976,35784
5/5/1976,35784
6/12/1976,35784
6/30/1976,35784
6/30/1976,35784
6/30/1976,35784
6/30/1976,35784
7/31/1976,35784
7/31/1976,35784
